X,Y,Z,RX,RY,RZ
487.928,394.800,432.378,-4.7131,51.5072,72.2291
498.055,412.553,432.354,-7.5549,54.5554,51.6085
506.292,423.046,428.603,-1.0611,54.7235,46.7150
516.150,429.647,432.216,19.7703,52.7495,23.4153
529.891,256.204,433.747,-2.1973,-23.4564,-27.1324
541.566,251.152,427.554,-0.9184,-30.0190,-20.8856
552.397,248.271,428.540,2.9329,-39.2871,-9.6552
558.810,246.923,433.664,1.4548,-40.2342,-8.2536
570.749,245.875,433.529,5.2419,-46.2502,2.6172
576.439,246.118,427.756,0.4849,-46.3488,2.8343
589.385,247.965,433.858,1.0293,-50.2124,13.1106
600.087,250.417,431.480,7.3191,-52.5803,22.5476
615.856,440.740,433.183,12.2798,-32.7249,-17.9744
624.512,433.691,432.605,-2.1444,-3.1840,-42.7457
632.382,427.053,433.088,1.0282,-1.0158,-44.2817
645.093,413.667,432.350,1.0645,-0.5555,-44.6072
653.947,402.408,429.373,-3.2928,8.7942,-51.2803
664.617,385.777,428.040,0.4453,27.5480,-66.6447
673.495,342.766,430.366,1.5901,46.0377,87.8450
673.156,344.670,441.603,-3.1141,42.2078,-84.8920
664.797,383.843,441.016,0.8155,29.7255,-68.8125
653.829,403.310,441.221,2.1414,12.1459,-53.7535
644.564,274.829,446.526,0.0195,54.6981,41.9823
634.054,423.558,441.673,0.1550,6.9124,-49.9177
623.260,435.624,438.194,3.0728,-15.0000,-34.0782
615.662,437.029,440.668,19.2412,-43.1409,-3.4981
600.410,249.891,437.873,5.2326,-52.3216,21.2912
588.012,247.552,443.148,1.8371,-50.0901,12.7140
582.615,246.572,445.851,1.3280,-49.0748,9.6449
558.824,247.011,441.490,-0.8055,-39.5604,-9.2572
547.460,249.077,440.318,-0.6515,-34.0655,-16.4368
540.388,251.592,442.634,-1.2494,-30.1116,-20.7898
536.162,253.270,445.655,1.2066,-28.6370,-22.2868
518.390,263.106,437.321,-1.1627,-14.2572,-34.6490
508.828,426.489,439.734,15.3616,54.2693,34.3992
499.329,414.277,437.907,15.8584,54.3211,34.9998
488.815,396.563,437.933,0.1185,52.0121,70.1160
476.556,343.629,443.321,0.6170,43.1112,-86.4494
476.470,347.294,454.465,-3.4472,43.5060,-87.1566
487.380,394.746,450.917,1.7114,52.5114,67.7947
496.293,413.152,452.596,-10.0000,52.9366,65.5765
506.601,422.920,447.129,8.4259,54.7342,45.5951
524.921,259.403,450.220,-0.1994,-17.1912,-32.3634
530.450,255.372,451.285,-0.5790,-23.3378,-27.2369
536.207,253.310,451.738,-0.7168,-28.1080,-22.8095
553.023,247.597,452.306,-0.9705,-38.5713,-10.6743
558.860,247.056,448.639,1.5177,-40.9614,-7.1321
570.914,245.860,451.861,0.7744,-44.4620,-1.0563
582.609,246.548,456.638,-5.4530,-45.9063,1.8729
588.647,247.455,451.482,2.4755,-50.0184,12.4845
600.412,250.060,450.628,-2.0320,-50.6476,14.5766
615.486,255.587,452.359,-3.2645,-51.5454,17.9238
621.621,436.301,450.373,11.5165,-17.3569,-32.2317
633.538,425.429,447.251,-1.5736,0.6045,-45.4275
644.413,413.356,450.729,-6.8947,2.3794,-46.6837
656.055,399.392,448.625,1.4052,20.9110,-60.6746
664.355,300.169,449.720,-0.8403,53.4223,62.6561
672.899,345.002,452.854,4.0322,47.1820,85.2596
672.272,339.421,460.649,10.0273,48.2493,82.6059
664.596,305.030,466.781,50.1920,53.2373,26.1723
654.167,400.875,460.553,7.6977,17.6793,-58.0256
645.809,417.202,461.979,13.4296,19.9017,-59.8324
632.479,422.312,466.807,36.0170,-42.3188,-4.9211
621.252,429.174,465.037,31.3139,-16.5896,-32.8391
613.848,437.217,459.644,2.0447,-12.5620,-35.9344
600.800,250.378,462.363,18.4647,45.3229,0.6532
594.822,249.046,463.043,19.7003,44.5214,-0.9416
577.035,247.001,464.440,-10.0000,-39.2571,-9.6986
571.153,246.926,464.707,-10.0000,-33.3302,-17.2888
565.138,246.274,459.000,-8.1106,-39.2238,-9.7468
553.515,247.954,458.932,-9.6308,-34.0250,-16.4844
541.632,252.327,464.257,-10.0000,-20.1259,-29.9818
530.615,255.876,457.299,-3.2617,-21.3625,-28.9439
519.502,263.083,461.580,-10.0000,-9.3801,-38.2921
508.198,426.447,458.249,17.4168,54.4095,36.1232
500.172,415.937,461.997,-9.3742,54.3078,55.1579
486.935,392.329,463.809,-10.0000,48.2488,82.6073
476.858,343.505,461.847,-10.0000,40.3587,-81.9356
481.546,346.775,472.923,-10.0000,31.2965,-70.4593
494.768,390.866,476.847,57.0540,-36.1435,-76.0947
501.592,401.887,476.044,61.9092,-36.5862,-76.6601
509.161,423.834,469.353,62.6352,-36.1580,-76.1131
526.918,424.297,474.981,55.3228,-50.1150,12.7944
535.904,257.707,468.708,-10.0000,-14.2264,-34.6726
547.790,253.624,469.788,-10.0000,-20.6452,-29.5486
554.955,254.830,473.047,44.0455,19.2130,-30.7342
559.310,251.473,469.972,-10.0000,-24.6106,-26.1013
571.944,249.629,469.729,37.1015,27.9989,-22.9165
584.889,444.184,473.986,43.7288,-51.0121,15.8775
595.437,254.774,473.487,48.9479,34.1541,-16.3328
606.351,256.911,471.969,52.1633,34.5046,-15.9177
615.459,428.937,472.474,-10.0000,-45.6932,88.5788
626.757,422.488,474.051,-10.0000,-44.4735,-88.9658
637.415,409.339,474.498,-10.0000,-10.4855,-52.5199
647.949,396.193,474.565,-10.0000,26.4412,-24.4121
658.432,371.346,476.420,-10.0000,41.8210,-5.7509
666.510,344.470,471.873,87.0264,48.3528,7.6659
669.671,355.026,468.976,67.6132,54.2799,34.5187
660.766,334.370,477.703,85.7512,45.2681,0.5413
655.438,343.475,483.308,-10.0000,43.1821,-3.4249
646.548,375.109,485.412,-10.0000,34.4821,-15.9446
636.337,394.263,484.826,-10.0000,25.2255,-25.5416
625.936,411.305,482.988,-10.0000,-46.2287,87.4299
614.419,414.166,483.741,-10.0000,-37.4388,-77.7778
602.903,271.035,486.401,58.9968,33.6118,-16.9650
590.555,263.357,483.380,52.8330,28.9952,-21.9286
584.484,262.926,483.618,52.4648,28.6707,-22.2531
575.296,258.674,479.735,48.7645,24.5533,-26.1531
562.501,263.068,482.996,50.3489,19.1253,-30.8059
549.521,266.802,483.798,48.1150,14.6900,-34.3171
543.789,268.667,483.428,46.3522,11.8961,-36.4333
532.421,272.028,481.046,-10.0000,-8.9606,-38.5984
520.410,415.128,483.174,65.4468,-42.8266,-85.9498
511.858,401.345,486.246,59.6701,-33.6389,-73.0663
499.803,375.570,486.253,57.5178,-30.2973,-69.4031
488.141,365.943,478.400,55.8799,-28.9916,-68.0678
499.461,345.195,491.197,52.8633,-24.9436,-64.2010
508.669,364.853,496.757,52.1818,-30.5587,-69.6765
515.354,388.476,494.965,55.1939,-34.1231,-73.6307
526.408,398.736,491.174,77.2346,50.1678,12.9651
537.699,408.989,493.541,-10.0000,37.4571,-12.1977
549.808,272.263,489.279,47.3632,14.8691,-34.1792
561.560,269.372,488.633,45.9136,19.5887,-30.4259
573.166,267.445,488.782,48.2845,22.2528,-28.1824
584.892,267.103,488.409,51.4494,29.2114,-21.7108
592.655,277.953,496.669,85.4511,14.4343,-34.5134
602.254,406.938,496.500,-10.0000,-22.9829,-62.4516
613.456,400.004,496.877,-10.0000,-18.9927,-59.0859
624.501,391.821,493.407,-10.0000,25.9054,-24.9137
635.070,373.055,496.075,-10.0000,30.1980,-20.7001
643.694,335.381,495.245,87.1337,45.8850,1.8273
650.982,337.711,487.540,86.9503,45.2203,0.4440
639.813,342.960,498.566,-10.0000,41.8237,-5.7465
626.636,381.075,498.977,-10.0000,25.5832,-25.2124
616.382,291.174,497.783,63.3646,38.3192,-11.0254
607.593,399.694,499.851,-10.0000,-33.6395,-73.0670
598.792,407.585,497.648,-10.0000,-26.0445,-65.2159
585.810,276.789,497.554,56.5618,28.3517,-22.5696
579.904,276.398,497.924,52.0127,25.1302,-25.6288
568.177,276.735,498.297,48.9978,21.9963,-28.4031
556.605,279.095,498.007,43.6669,16.5782,-32.8481
545.606,282.223,497.421,-10.0000,-11.7284,-36.5585
531.920,409.104,499.907,40.6035,-54.1536,33.1686
521.255,395.405,498.636,61.2320,48.2195,7.3162
510.729,365.527,499.302,50.4471,-30.3609,-69.4695
508.364,359.290,498.579,50.8170,-31.3047,-70.4681
0.000,0.000,0.000,90.0000,nan,-45.0000
0.000,0.000,0.000,90.0000,0.0000,nan
0.000,0.000,0.000,-0.0000,-45.0000,-90.0000
0.000,0.000,0.000,-10.0000,0.1801,-26.2649
0.000,0.000,0.000,-10.0000,-1.4157,-46.0013
0.000,0.000,0.000,-10.0000,nan,nan
0.000,0.000,0.000,nan,-90.0000,-90.0000
0.000,0.000,0.000,-0.0000,-45.0000,-90.0000
0.000,0.000,0.000,-10.0000,-0.2602,-84.0293
0.000,0.000,0.000,63.4743,17.8152,-31.8658
0.000,0.000,0.000,-10.0000,nan,nan
0.000,0.000,0.000,nan,-90.0000,-90.0000
0.000,0.000,0.000,-0.0000,-45.0000,-90.0000
0.000,0.000,0.000,-10.0000,-0.2611,-83.2164
0.000,0.000,0.000,72.2371,22.0724,-28.3378
0.000,0.000,0.000,-10.0000,nan,nan
0.000,0.000,0.000,nan,-90.0000,-90.0000
0.000,0.000,0.000,-0.0000,-45.0000,-90.0000
0.000,0.000,0.000,-10.0000,-0.2608,-82.0540
0.000,0.000,0.000,80.0502,-4.2368,-48.0027
0.000,0.000,0.000,0.0000,0.0000,0.0000
